Alloy;No;S_Phase;Phase;a (Å);δ;T_m (K);σT_m (K);ΔH_mix (kJ/mol);σH_mix (kJ/mol);S_id (R);χ;Δχ;VEC;σVEC;Bulk Modulus (GPa);σBulk (GPa);Young's modulus E (GPa);Shear modulus G (GPa);Ag;Al;As;Au;B;Ba;Be;Bi;Br;C;Ca;Cd;Ce;Cl;Co;Cr;Cs;Cu;Dy;Er;Eu;F;Fe;Ga;Gd;Ge;H;Hf;Hg;Ho;I;In;Ir;K;La;Li;Lu;Mg;Mn;Mo;N;Na;Nb;Nd;Ne;Ni;Ns;O;Os;P;Pb;Pd;Pr;Pt;Rb;Re;Rh;Ru;S;Sb;Sc;Se;Si;Sm;Sn;Sr;Ta;Tb;Te;Ti;Tl;Tm;V;W;Y;Yb;Zn;Zr
Zr58.5Nb2.8Cu15.6Ni12.8Al10.3;5;AM;AM;1,4841;0,101110;1851,0235;440,5852;-34,9055;10,7548;1,2008;1,5296;0,2531;5,7850;3,03262;57,4680;72,8447;95,2250;40,2630;0;10,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,8;0;0;12,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,5
Zr17Ta16Ti19Nb22Si26;5;AM;AM;1,3933;0,110918;2300,5700;573,2210;-48,6432;24,3622;1,5933;1,6047;0,1951;4,3800;0,48539;116,3000;64,2753;98,5100;33,3700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;16;0;0;19;0;0;0;0;0;0;0;17
Zr52.5Ti5Al10Cu17.9Ni14.6;5;AM;AM;1,4686;0,104067;1802,9258;410,2657;-35,7916;11,7615;1,3072;1,5552;0,2581;6,0290;3,16388;64,4400;72,5871;100,4450;41,8130;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;52,5
Zr55Ti5Al10Cu20Ni10;5;AM;AM;1,4782;0,100801;1805,1510;418,1603;-32,8800;10,7722;1,2610;1,5405;0,2537;5,9000;3,14484;59,1000;69,6404;95,6500;40,1500;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;55
Zr41.2Ti13.8Cu12.5Ni10Be22.5;5;AM;AM;1,4003;0,139913;1838,1153;289,0324;-35,1966;13,4242;1,4645;1,5422;0,2197;5,0250;3,09425;79,9300;69,0905;144,4370;62,9680;0;0;0;0;0;0;22,5;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,8;0;0;0;0;0;0;0;41,2
Zr41Ti14Cu12.5Ni10Be22.5;5;AM;AM;1,4001;0,139805;1837,7413;288,7779;-35,1480;13,4373;1,4666;1,5427;0,2195;5,0250;3,09425;80,1500;69,0107;144,5350;62,9900;0;0;0;0;0;0;22,5;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;41
Zr42.63Ti12.37Cu11.25Ni10Be23.75;5;AM;AM;1,4005;0,142199;1843,3172;287,4816;-36,1403;13,3380;1,4395;1,5351;0,2174;4,9125;3,03807;78,2320;69,5361;145,6988;63,8607;0;0;0;0;0;0;23,75;0;0;0;0;0;0;0;0;0;0;11,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,37;0;0;0;0;0;0;0;42,63
Zr44Ti11Cu10Ni10Be25;5;AM;AM;1,4005;0,144418;1848,4070;285,7547;-37,0680;13,1904;1,4111;1,5281;0,2148;4,8000;2,97658;76,6000;69,9174;146,9900;64,7600;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;44
Zr45.38Ti9.62Cu8.75Ni10Be26.25;5;AM;AM;1,4006;0,146608;1853,5155;283,9380;-37,9968;12,9671;1,3783;1,5211;0,2119;4,6875;2,90944;74,9570;70,2618;148,2763;65,6582;0;0;0;0;0;0;26,25;0;0;0;0;0;0;0;0;0;0;8,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,62;0;0;0;0;0;0;0;45,38
Zr46.75Ti8.25Cu7.5Ni10Be27.5;5;AM;AM;1,4007;0,148760;1858,6053;282,0055;-38,9218;12,6600;1,3408;1,5141;0,2088;4,5750;2,83626;73,3250;70,5634;149,5675;66,5575;0;0;0;0;0;0;27,5;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,25;0;0;0;0;0;0;0;46,75
Zr57Ti5Cu20Ni8Be10;5;AM;AM;1,4549;0,124749;1875,8040;319,1534;-30,6216;10,2877;1,2244;1,5249;0,2487;5,6800;3,20275;60,9000;71,4016;114,6900;49,8900;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;57
